id,gene,GO,GO name,GO ontology,GO p-value,GO num genes,Pfam top enriched domain,"Pfam top enriched domain, p-value",Pfam num genes,Pfam domain architecture,Pfam domain architecture (all enrichments),Gene name
ACROYT_G018594,Ocupat_v02_G018594,GO:1901698,response to nitrogen compound,BP,0.62,6,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:1990837,sequence-specific double-stranded DNA bi...,MF,0.62,5,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0000139,Golgi membrane,CC,0.63,1,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0007267,cell-cell signaling,BP,0.63,10,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0032386,regulation of intracellular transport,BP,0.64,1,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0050776,regulation of immune response,BP,0.64,2,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0070201,regulation of establishment of protein l...,BP,0.64,6,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0033365,protein localization to organelle,BP,0.65,3,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0033554,cellular response to stress,BP,0.65,11,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0034660,ncRNA metabolic process,BP,0.66,4,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0044877,protein-containing complex binding,MF,0.66,5,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0050896,response to stimulus,BP,0.67,28,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:1901576,organic substance biosynthetic process,BP,0.67,29,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0009058,biosynthetic process,BP,0.69,29,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0045088,regulation of innate immune response,BP,0.69,1,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0031349,positive regulation of defense response,BP,0.7,1,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0031328,positive regulation of cellular biosynth...,BP,0.71,9,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0043565,sequence-specific DNA binding,MF,0.71,5,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0008104,protein localization,BP,0.72,11,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0045087,innate immune response,BP,0.72,2,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0070727,cellular macromolecule localization,BP,0.72,11,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0031647,regulation of protein stability,BP,0.73,1,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0051049,regulation of transport,BP,0.73,8,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0002831,regulation of response to biotic stimulu...,BP,0.75,1,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0051173,positive regulation of nitrogen compound...,BP,0.75,10,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0032879,regulation of localization,BP,0.76,9,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0009889,regulation of biosynthetic process,BP,0.77,16,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0051179,localization,BP,0.77,21,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0009893,positive regulation of metabolic process,BP,0.78,13,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0046907,intracellular transport,BP,0.78,4,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0005515,protein binding,MF,0.79,25,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0031326,regulation of cellular biosynthetic proc...,BP,0.79,15,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0044249,cellular biosynthetic process,BP,0.8,27,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0032101,regulation of response to external stimu...,BP,0.82,2,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0005622,intracellular anatomical structure,CC,0.83,44,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0098542,defense response to other organism,BP,0.83,2,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0010468,regulation of gene expression,BP,0.84,13,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0010557,positive regulation of macromolecule bio...,BP,0.84,7,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0006996,organelle organization,BP,0.85,9,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0019222,regulation of metabolic process,BP,0.85,20,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0048518,positive regulation of biological proces...,BP,0.85,21,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0051128,regulation of cellular component organiz...,BP,0.86,6,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0010556,regulation of macromolecule biosynthetic...,BP,0.87,13,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0032880,regulation of protein localization,BP,0.87,6,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0033036,macromolecule localization,BP,0.87,14,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0006357,regulation of transcription by RNA polym...,BP,0.89,3,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0043207,response to external biotic stimulus,BP,0.89,2,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0043231,intracellular membrane-bounded organelle,CC,0.89,36,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0045893,positive regulation of DNA-templated tra...,BP,0.89,4,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0051707,response to other organism,BP,0.89,2,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:1902680,positive regulation of RNA biosynthetic ...,BP,0.89,4,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0003690,double-stranded DNA binding,MF,0.9,5,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0009607,response to biotic stimulus,BP,0.9,2,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0033043,regulation of organelle organization,BP,0.9,2,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0006366,transcription by RNA polymerase II,BP,0.91,3,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0031323,regulation of cellular metabolic process,BP,0.91,17,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0031347,regulation of defense response,BP,0.91,1,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0043226,organelle,CC,0.91,40,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0043227,membrane-bounded organelle,CC,0.91,37,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0043229,intracellular organelle,CC,0.91,39,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0060255,regulation of macromolecule metabolic pr...,BP,0.91,15,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0060341,regulation of cellular localization,BP,0.91,6,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0016071,mRNA metabolic process,BP,0.92,1,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0044237,cellular metabolic process,BP,0.92,33,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0071840,cellular component organization or bioge...,BP,0.92,16,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0009605,response to external stimulus,BP,0.93,9,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0016043,cellular component organization,BP,0.93,15,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0031974,membrane-enclosed lumen,CC,0.93,11,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0043233,organelle lumen,CC,0.93,11,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0044419,biological process involved in interspec...,BP,0.93,2,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0051254,positive regulation of RNA metabolic pro...,BP,0.93,4,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0070013,intracellular organelle lumen,CC,0.93,11,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0006950,response to stress,BP,0.94,12,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0044238,primary metabolic process,BP,0.94,33,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:1901363,heterocyclic compound binding,MF,0.94,16,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0019438,aromatic compound biosynthetic process,BP,0.95,9,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0031981,nuclear lumen,CC,0.95,9,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0051171,regulation of nitrogen compound metaboli...,BP,0.95,13,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0080090,regulation of primary metabolic process,BP,0.95,15,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0080134,regulation of response to stress,BP,0.95,2,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0097159,organic cyclic compound binding,MF,0.95,16,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0005654,nucleoplasm,CC,0.96,7,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0006952,defense response,BP,0.96,2,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0008152,metabolic process,BP,0.96,36,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0045935,positive regulation of nucleobase-contai...,BP,0.96,6,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0048523,negative regulation of cellular process,BP,0.96,11,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0071704,organic substance metabolic process,BP,0.96,35,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:1901362,organic cyclic compound biosynthetic pro...,BP,0.96,9,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0009059,macromolecule biosynthetic process,BP,0.97,16,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0010467,gene expression,BP,0.97,15,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0048519,negative regulation of biological proces...,BP,0.97,13,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0018130,heterocycle biosynthetic process,BP,0.98,8,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0034654,nucleobase-containing compound biosynthe...,BP,0.98,8,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0048522,positive regulation of cellular process,BP,0.98,17,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0050789,regulation of biological process,BP,0.98,28,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0065007,biological regulation,BP,0.98,30,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0003677,DNA binding,MF,0.99,5,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0005634,nucleus,CC,0.99,13,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0006355,regulation of DNA-templated transcriptio...,BP,0.99,6,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0019219,regulation of nucleobase-containing comp...,BP,0.99,8,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0031325,positive regulation of cellular metaboli...,BP,0.99,9,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0044271,cellular nitrogen compound biosynthetic ...,BP,0.99,9,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0050794,regulation of cellular process,BP,0.99,25,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:2001141,regulation of RNA biosynthetic process,BP,0.99,6,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0002791,regulation of peptide secretion,BP,1,5,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0003674,molecular_function,MF,1,52,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0003676,nucleic acid binding,MF,1,5,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0005488,binding,MF,1,33,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0005575,cellular_component,CC,1,52,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0006139,nucleobase-containing compound metabolic...,BP,1,12,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0006351,DNA-templated transcription,BP,1,6,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0006725,cellular aromatic compound metabolic pro...,BP,1,13,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0006807,nitrogen compound metabolic process,BP,1,23,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0008150,biological_process,BP,1,51,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0009743,response to carbohydrate,BP,1,4,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0009746,response to hexose,BP,1,4,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0009991,response to extracellular stimulus,BP,1,6,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0010866,regulation of triglyceride biosynthetic ...,BP,1,2,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0016070,RNA metabolic process,BP,1,7,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0031667,response to nutrient levels,BP,1,6,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0031668,cellular response to extracellular stimu...,BP,1,6,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0031669,cellular response to nutrient levels,BP,1,6,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0032774,RNA biosynthetic process,BP,1,6,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0032991,protein-containing complex,CC,1,10,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0034284,response to monosaccharide,BP,1,4,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0034641,cellular nitrogen compound metabolic pro...,BP,1,13,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0042594,response to starvation,BP,1,6,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0043170,macromolecule metabolic process,BP,1,20,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0043434,response to peptide hormone,BP,1,4,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0046483,heterocycle metabolic process,BP,1,12,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0046486,glycerolipid metabolic process,BP,1,6,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0046883,regulation of hormone secretion,BP,1,5,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0051252,regulation of RNA metabolic process,BP,1,6,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0071496,cellular response to external stimulus,BP,1,6,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0090087,regulation of peptide transport,BP,1,5,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0090207,regulation of triglyceride metabolic pro...,BP,1,2,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0090208,positive regulation of triglyceride meta...,BP,1,2,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0090276,regulation of peptide hormone secretion,BP,1,5,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:0090304,nucleic acid metabolic process,BP,1,8,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:1901360,organic cyclic compound metabolic proces...,BP,1,14,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G018594,Ocupat_v02_G018594,GO:2000630,positive regulation of miRNA metabolic p...,BP,1,2,HLH,0.24,1,HLH,,HLH:Srebf1/Srebf2
ACROYT_G019363,Ocupat_v02_G019363,GO:0016324,apical plasma membrane,CC,0.0000023,9,Hydrolase_3,0.024,1,Cation_ATPase_N E1-E2_ATPase Cation_ATPase Hydrolase_3 Cation_ATPase_C ATP_Ca_trans_C,Hydrolase_3(2.4E-02);ATP_Ca_trans_C(2.4E-02),Atp2b1/Atp2b2/Atp2b3/Atp2b4
ACROYT_G019363,Ocupat_v02_G019363,GO:0016323,basolateral plasma membrane,CC,0.0036,5,Hydrolase_3,0.024,1,Cation_ATPase_N E1-E2_ATPase Cation_ATPase Hydrolase_3 Cation_ATPase_C ATP_Ca_trans_C,Hydrolase_3(2.4E-02);ATP_Ca_trans_C(2.4E-02),Atp2b1/Atp2b2/Atp2b3/Atp2b4
ACROYT_G019363,Ocupat_v02_G019363,GO:0016020,membrane,CC,0.0046,37,Hydrolase_3,0.024,1,Cation_ATPase_N E1-E2_ATPase Cation_ATPase Hydrolase_3 Cation_ATPase_C ATP_Ca_trans_C,Hydrolase_3(2.4E-02);ATP_Ca_trans_C(2.4E-02),Atp2b1/Atp2b2/Atp2b3/Atp2b4
ACROYT_G019363,Ocupat_v02_G019363,GO:0032868,response to insulin,BP,0.0053,4,Hydrolase_3,0.024,1,Cation_ATPase_N E1-E2_ATPase Cation_ATPase Hydrolase_3 Cation_ATPase_C ATP_Ca_trans_C,Hydrolase_3(2.4E-02);ATP_Ca_trans_C(2.4E-02),Atp2b1/Atp2b2/Atp2b3/Atp2b4
ACROYT_G019363,Ocupat_v02_G019363,GO:0070382,exocytic vesicle,CC,0.0082,4,Hydrolase_3,0.024,1,Cation_ATPase_N E1-E2_ATPase Cation_ATPase Hydrolase_3 Cation_ATPase_C ATP_Ca_trans_C,Hydrolase_3(2.4E-02);ATP_Ca_trans_C(2.4E-02),Atp2b1/Atp2b2/Atp2b3/Atp2b4
ACROYT_G019363,Ocupat_v02_G019363,GO:0005516,calmodulin binding,MF,0.01,3,Hydrolase_3,0.024,1,Cation_ATPase_N E1-E2_ATPase Cation_ATPase Hydrolase_3 Cation_ATPase_C ATP_Ca_trans_C,Hydrolase_3(2.4E-02);ATP_Ca_trans_C(2.4E-02),Atp2b1/Atp2b2/Atp2b3/Atp2b4
ACROYT_G019363,Ocupat_v02_G019363,GO:1901653,cellular response to peptide,BP,0.012,4,Hydrolase_3,0.024,1,Cation_ATPase_N E1-E2_ATPase Cation_ATPase Hydrolase_3 Cation_ATPase_C ATP_Ca_trans_C,Hydrolase_3(2.4E-02);ATP_Ca_trans_C(2.4E-02),Atp2b1/Atp2b2/Atp2b3/Atp2b4
ACROYT_G019363,Ocupat_v02_G019363,GO:0022804,active transmembrane transporter activit...,MF,0.014,6,Hydrolase_3,0.024,1,Cation_ATPase_N E1-E2_ATPase Cation_ATPase Hydrolase_3 Cation_ATPase_C ATP_Ca_trans_C,Hydrolase_3(2.4E-02);ATP_Ca_trans_C(2.4E-02),Atp2b1/Atp2b2/Atp2b3/Atp2b4
ACROYT_G019363,Ocupat_v02_G019363,GO:0031090,organelle membrane,CC,0.014,19,Hydrolase_3,0.024,1,Cation_ATPase_N E1-E2_ATPase Cation_ATPase Hydrolase_3 Cation_ATPase_C ATP_Ca_trans_C,Hydrolase_3(2.4E-02);ATP_Ca_trans_C(2.4E-02),Atp2b1/Atp2b2/Atp2b3/Atp2b4
ACROYT_G019363,Ocupat_v02_G019363,GO:0005388,P-type calcium transporter activity,MF,0.015,1,Hydrolase_3,0.024,1,Cation_ATPase_N E1-E2_ATPase Cation_ATPase Hydrolase_3 Cation_ATPase_C ATP_Ca_trans_C,Hydrolase_3(2.4E-02);ATP_Ca_trans_C(2.4E-02),Atp2b1/Atp2b2/Atp2b3/Atp2b4
ACROYT_G019363,Ocupat_v02_G019363,GO:0032591,dendritic spine membrane,CC,0.015,1,Hydrolase_3,0.024,1,Cation_ATPase_N E1-E2_ATPase Cation_ATPase Hydrolase_3 Cation_ATPase_C ATP_Ca_trans_C,Hydrolase_3(2.4E-02);ATP_Ca_trans_C(2.4E-02),Atp2b1/Atp2b2/Atp2b3/Atp2b4
ACROYT_G019363,Ocupat_v02_G019363,GO:1901701,cellular response to oxygen-containing c...,BP,0.016,9,Hydrolase_3,0.024,1,Cation_ATPase_N E1-E2_ATPase Cation_ATPase Hydrolase_3 Cation_ATPase_C ATP_Ca_trans_C,Hydrolase_3(2.4E-02);ATP_Ca_trans_C(2.4E-02),Atp2b1/Atp2b2/Atp2b3/Atp2b4
ACROYT_G019363,Ocupat_v02_G019363,GO:1901660,calcium ion export,BP,0.019,1,Hydrolase_3,0.024,1,Cation_ATPase_N E1-E2_ATPase Cation_ATPase Hydrolase_3 Cation_ATPase_C ATP_Ca_trans_C,Hydrolase_3(2.4E-02);ATP_Ca_trans_C(2.4E-02),Atp2b1/Atp2b2/Atp2b3/Atp2b4
