gene ID	gene name	PFAM domain	total UMIs	% UMIs	median fc	tf
Ocupat_v02_G028573	Inpp5d/Inppl1/Sh2d1a/Sh2d1b1/Sh2d1b2	SH2/Exo_endo_phos	64	9.67	2.12	no
Ocupat_v02_G039113	Tnrc6a/Tnrc6b/Tnrc6c	DnaJ	168	3.8	2.12	no
Ocupat_v02_G043490		TPR_12/TPR_12/TPR_12/TPR_12/TPR_12/CHAT	38	74.51	2.12	no
Ocupat_v02_G027451			73	5.32	2.11	no
Ocupat_v02_G038262			81	52.6	2.11	no
Ocupat_v02_G008206	Cdc42se1/Cdc42se2	PBD	211	3.88	2.1	no
Ocupat_v02_G009551	Cenpq		62	8.62	2.1	no
Ocupat_v02_G009995	Ppt1	Palm_thioest	96	4.84	2.1	no
Ocupat_v02_G011867	Pfdn4	Prefoldin_2	136	4.79	2.1	no
Ocupat_v02_G016288		DUF229	69	8.24	2.1	no
Ocupat_v02_G018271	Emc3	EMC3_TMCO1	75	6.84	2.1	no
Ocupat_v02_G023310	Epha1/Epha10/Epha2/Epha3/Epha4/Epha5/Epha6/Epha7/Epha8/Ephb1/Ephb2/Ephb3/Ephb4/Ephb6	Ephrin_lbd/fn3/fn3/EphA2_TM/Pkinase_Tyr/SAM_1	52	9.14	2.1	no
Ocupat_v02_G029494			53	14.68	2.1	no
Ocupat_v02_G027559	Lamtor4		156	4.17	2.1	no
Ocupat_v02_G034170			71	6.28	2.1	no
Ocupat_v02_G038440	Llgl1/Llgl2/Mmadhc	LLGL/Lgl_C	327	3.65	2.1	no
Ocupat_v02_G039414	Ddx28	DEAD/Helicase_C	48	13.04	2.1	no
Ocupat_v02_G040943	Abhd12/Abhd12b	Hydrolase_4	70	8.16	2.1	no
Ocupat_v02_G001059	Ttc28	CHAT	41	89.13	2.09	no
Ocupat_v02_G032112	Tdrd7	OST-HTH/OST-HTH/TUDOR/TUDOR	69	6.74	2.09	no
Ocupat_v02_G034205	Ttc28	TPR_7/TPR_12/TPR_12/TPR_12/TPR_12/TPR_12/TPR_12/TPR_12/TPR_12/CHAT	45	53.57	2.09	no
Ocupat_v02_G037868			44	88	2.09	no
Ocupat_v02_G002572			42	24	2.08	no
Ocupat_v02_G020188			43	72.88	2.08	no
Ocupat_v02_G027458			170	3.51	2.08	no
Ocupat_v02_G032456	Cenpe	Kinesin	46	10.87	2.08	no
Ocupat_v02_G034393	Cpne1/Cpne2/Cpne3/Cpne4/Cpne6/Cpne7	C2/C2/Copine	63	7.09	2.08	no
Ocupat_v02_G013284	Chd6/Chd7/Chd8/Chd9	Chromo/Chromo/SNF2_N/Helicase_C/BRK	59	7.38	2.07	no
Ocupat_v02_G039974	Cbx2/Cbx4/Cbx6/Cbx7/Cbx8/Npcd	Chromo/CBX7_C	57	6.48	2.07	no
Ocupat_v02_G005038	Dbh/Moxd1/Moxd2	DOMON/DOMON	61	4.15	2.06	no
Ocupat_v02_G009384	Nlk	Pkinase	69	6.85	2.06	no
Ocupat_v02_G013710	Spidr	DUF4502/DUF4503	65	7.79	2.06	no
Ocupat_v02_G020962	Ezr/Msn/Rdx	FERM_N/FERM_M/FERM_C/ERM	601	3.45	2.06	no
Ocupat_v02_G026155	Agap1/Agap2/Agap3	Ras/ArfGap/Ank_2	95	6.56	2.06	no
Ocupat_v02_G025849		Y_phosphatase	83	5.1	2.06	no
Ocupat_v02_G032189		PH/PDZ	86	4.27	2.06	no
Ocupat_v02_G037491	Wbp2/Wbp2nl	GRAM	125	3.97	2.06	no
Ocupat_v02_G042429	AW551984/Vwa5a	VIT/VWA_3	71	6.37	2.06	no
Ocupat_v02_G005932		CAP/CAP	49	25.79	2.05	no
Ocupat_v02_G022659			156	3.63	2.05	no
Ocupat_v02_G036462	Tmem151a/Tmem151b	EGF/TMEM151	46	95.83	2.05	no
Ocupat_v02_G037263	Egfem1/Scarf1/Scarf2/Tek/Tie1/Vwce	Ig_3/Ig_3/I-set/Pkinase_Tyr	48	8.68	2.05	no
Ocupat_v02_G039989	Atg14	Atg14	38	11.99	2.05	no
Ocupat_v02_G043844	Nipal2/Nipal3	Mg_trans_NIPA	59	9.29	2.05	no
Ocupat_v02_G009640	Srsf1/Srsf9	RRM_1/RRM_1	206	3.96	2.04	no
Ocupat_v02_G020807	Ostm1	OSTMP1	59	8.66	2.04	no
Ocupat_v02_G025583		p450	41	5.04	2.04	no
Ocupat_v02_G040669			39	39.39	2.04	no
Ocupat_v02_G043623		DinB_2/FGE-sulfatase/FGE-sulfatase	91	4.68	2.04	no
Ocupat_v02_G002830	Ak1/Ak5	ADK/ADK/ADK/ADK	66	6.11	2.03	no
Ocupat_v02_G011970	Tubb1/Tubb4a/Tubb4b/Tubb5	Tubulin/Tubulin_C	193	4.18	2.03	no
Ocupat_v02_G025249	Myl12a/Myl12b/Myl9	EF-hand_6/EF-hand_8	443	2.79	2.03	no
Ocupat_v02_G029408	Hyou1	HSP70	79	5.12	2.03	no
Ocupat_v02_G032258	Pdia6	Thioredoxin/Thioredoxin	173	3.98	2.03	no
Ocupat_v02_G032572			55	7.98	2.03	no
Ocupat_v02_G037688	Leng8	SAC3_GANP	134	4.93	2.03	no
Ocupat_v02_G043532	Ttc28	TPR_12/TPR_12/TPR_12/TPR_8/TPR_12/CHAT	39	95.12	2.03	no
Ocupat_v02_G001485	Hspa1a/Hspa1b/Hspa1l/Hspa2/Hspa8	HSP70	406	3.2	2.02	no
Ocupat_v02_G003253		DUF3337	61	8.62	2.02	no
Ocupat_v02_G000102	Nynrin	SH3_1/RVT_1/RT_RNaseH_2/Integrase_H2C2/Ank_2	119	4.81	2.02	no
Ocupat_v02_G008814		Trypsin	42	31.34	2.02	no
Ocupat_v02_G009989			57	7.82	2.02	no
Ocupat_v02_G016280	Lrpap1	Alpha-2-MRAP_N/Alpha-2-MRAP_C	82	5.43	2.02	no
Ocupat_v02_G019363	Atp2b1/Atp2b2/Atp2b3/Atp2b4	Cation_ATPase_N/E1-E2_ATPase/E1-E2_ATPase/Cation_ATPase/Hydrolase_3/Cation_ATPase_C/ATP_Ca_trans_C	119	4.62	2.02	no
Ocupat_v02_G018762	Pdzd8	PDZ_6/C2/C1_1	54	7.89	2.02	no
Ocupat_v02_G028619	Atp11a/Atp11b/Atp11c	PhoLip_ATPase_N/E1-E2_ATPase/Cation_ATPase/PhoLip_ATPase_C	63	7.57	2.02	no
Ocupat_v02_G029597			40	38.46	2.02	no
Ocupat_v02_G033066	Thoc7	THOC7	86	5.58	2.02	no
Ocupat_v02_G001058	Ttc28	TPR_12/TPR_10/TPR_12/TPR_12/TPR_12/TPR_12/TPR_12/TPR_12	34	89.47	2.01	no
Ocupat_v02_G004117			47	2.71	2.01	no
Ocupat_v02_G005360	Rtkn/Rtkn2	Anillin/PH	95	4.77	2.01	no
Ocupat_v02_G008589		14-3-3	135	4.75	2.01	no
Ocupat_v02_G038014	Lrat/Lratd1/Lratd2/Plaat1/Plaat3/Plaat5	LRAT	38	12.97	2.01	no
Ocupat_v02_G039182	Zzef1	ANAPC10/ZZ/ZZ	81	5.76	2.01	no
Ocupat_v02_G043777	Cryaa/Cryab/Hspb1/Hspb2/Hspb3/Hspb6/Hspb7/Hspb8/Hspb9	HSP20	209	44.19	2.01	no
Ocupat_v02_G020124	Ptprk/Ptprm/Ptprt/Ptpru/Susd1	F5_F8_type_C/fn3/fn3/fn3/fn3/fn3/fn3/fn3/PTP_tm/Y_phosphatase/Y_phosphatase	73	4.14	2	no
Ocupat_v02_G020259	Usp12/Usp46	UCH	91	5.01	2	no
Ocupat_v02_G024468	Myo10	SH3_19/Myosin_head/PH/PH/MyTH4/FERM_M	67	7.14	2	no
Ocupat_v02_G033183		CECR6_TMEM121	43	78.18	2	no
Ocupat_v02_G036557		HAD_2	71	4.63	2	no
